equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
Birmingham Legion FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/birmingham-legion-fc/c9xffml4i7ihblp1qhus9w3fu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c9xffml4i7ihblp1qhus9w3fu,c9xffml4i7ihblp1qhus9w3fu,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c9xffml4i7ihblp1qhus9w3fu&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W322f9ca9caa1c0474d0c38f5caf2309c3dbba00ae,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=c9xffml4i7ihblp1qhus9w3fu&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35832603edd929333fe2d05135f022d4e7628d1fc
Brooklyn FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/brooklyn-fc/2s5f1z5hilfoywf3def0oy1w4,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2s5f1z5hilfoywf3def0oy1w4,2s5f1z5hilfoywf3def0oy1w4,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=2s5f1z5hilfoywf3def0oy1w4&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W335e42ee508781e8e859e196fc0d62751acb37fc5,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=2s5f1z5hilfoywf3def0oy1w4&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3871419f827a53679b6a57c5ccc1fce14f9b3f634
Charleston Battery,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/charleston-battery/e3k8yw2rbmphyfu5htn4yi5jk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e3k8yw2rbmphyfu5htn4yi5jk,e3k8yw2rbmphyfu5htn4yi5jk,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=e3k8yw2rbmphyfu5htn4yi5jk&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cd0f2158fdb53472f31407e2c37a954bd5a09caf,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=e3k8yw2rbmphyfu5htn4yi5jk&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38925a5d01699d876f0070461fe7cd069f7687b65
Colorado Springs Switchbacks FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/colorado-springs-switchbacks-fc/ak0rmms5xl49w57i2rvid1tk9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ak0rmms5xl49w57i2rvid1tk9,ak0rmms5xl49w57i2rvid1tk9,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ak0rmms5xl49w57i2rvid1tk9&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32c5e006e169d9e70e708d222dd1aaab9fe3bb386,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=ak0rmms5xl49w57i2rvid1tk9&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W302d460b1236b0fd02515c47aa0acd9861148a0ae
Detroit City FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/detroit-city-fc/b1rpb2ox52uxcmjrsnqd95pk5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=b1rpb2ox52uxcmjrsnqd95pk5,b1rpb2ox52uxcmjrsnqd95pk5,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=b1rpb2ox52uxcmjrsnqd95pk5&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30c2abf2b96be20b058e01adbe56d11fb50e37d95,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=b1rpb2ox52uxcmjrsnqd95pk5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3dd3dd6750a08659adbdf32d6fa0427ff883b85e0
El Paso Locomotive FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/el-paso-locomotive-fc/5h878vnmkbuy2ummddprusxgq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5h878vnmkbuy2ummddprusxgq,5h878vnmkbuy2ummddprusxgq,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5h878vnmkbuy2ummddprusxgq&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37cb2331a682a222ff931dde1a2b840c7fea30911,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=5h878vnmkbuy2ummddprusxgq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f9f34ac930f92618efe758b42216dc2164a74479
FC Tulsa,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/fc-tulsa/aj8ytsr2ap33tod0hd8ofzaw9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=aj8ytsr2ap33tod0hd8ofzaw9,aj8ytsr2ap33tod0hd8ofzaw9,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=aj8ytsr2ap33tod0hd8ofzaw9&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W386855e652ddbd6b52b7ad6fa4a29523ca3a22309,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=aj8ytsr2ap33tod0hd8ofzaw9&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W328e3d4eadc25c2dfaf8973b56e066467b3c3fcca
Hartford Athletic,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/hartford-athletic/2n3wgr89m7jl8tmioemit2pgq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2n3wgr89m7jl8tmioemit2pgq,2n3wgr89m7jl8tmioemit2pgq,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=2n3wgr89m7jl8tmioemit2pgq&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W303cc63c431fc4e97c4fc93fb6a5699fddb36b68d,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=2n3wgr89m7jl8tmioemit2pgq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fb957213ca68f5f63f05a8b4e910a9101afe7652
Indy Eleven,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/indy-eleven/8cpjplodpphtkbt0hq8sr8mqs,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8cpjplodpphtkbt0hq8sr8mqs,8cpjplodpphtkbt0hq8sr8mqs,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=8cpjplodpphtkbt0hq8sr8mqs&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cbc8fd9766eacf253b6428ec50dc15c6521c3936,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=8cpjplodpphtkbt0hq8sr8mqs&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c3d1ed65d5c8ce68d67f23816ca268ec9dc57fd7
Las Vegas Lights FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/teams/las-vegas-lights-fc/7c9knuwazz9k9449u5rnuuy5m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=7c9knuwazz9k9449u5rnuuy5m,7c9knuwazz9k9449u5rnuuy5m,cbkjk31sv9wm38ljg3vxhtus4,usl-championship-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=7c9knuwazz9k9449u5rnuuy5m&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a8356b50934dd4235c27a7b877335a2e19f75bb7,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&ctst=7c9knuwazz9k9449u5rnuuy5m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e13ccf5a539598786706e06eb3b3319386c180d0
