liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Goals Conceded Inside Box,Shots On Target ( inc goals ),Touches,Leftside Passes,Total Shots,Open Play Passes,Unsuccessful Launches,Left Foot Goals,Goals Conceded,Tackles Lost,Successful Passes Own Half,Forward Passes,Successful Launches,Index,Key Passes (Attempt Assists),Unsuccessful Short Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Corners Taken (incl short corners),Unsuccessful Dribbles,Duels won,Total Fouls Won,Offsides,Shots Off Target (inc woodwork),Ground Duels won,Ground Duels lost,Times Tackled,Aerial Duels won,Backward Passes,Throw Ins to Opposition Player,Successful Long Passes,Throw Ins to Own Player,Corners Won,Interceptions,Tackles Won,Time Played,Blocked Shots,Ground Duels,Goals Conceded Outside Box,Successful Dribbles,Starts,Handballs conceded,Total Tackles,Appearances,Goals from Inside Box,Total Fouls Conceded,Total Passes,Rightside Passes,Successful Crosses open play,Unsuccessful Long Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Clean Sheets,Total Losses Of Possession,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Successful Open Play Passes,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Penalty Goals Conceded,Unsuccessful lay-offs,Blocks,Successful Short Passes,Successful Lay-offs,Unsuccessful Passes Opposition Half,Foul Attempted Tackle,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Recoveries,Aerial Duels lost,Duels,Aerial Duels,Total Clearances,Attempts from Set Pieces,Unsuccessful Corners into Box,Duels lost,Successful Crosses & Corners,Successful Corners into Box,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Penalties Conceded,Right Foot Goals,Through balls,Goals from Outside Box,Headed Goals,Catches,Drops,Goalkeeper Smother,Punches,Saves Made from Outside Box,Penalties Faced,Saves made - caught,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves made - parried,Crosses not Claimed,GK Successful Distribution,Saves Made,Goal Assists,Total Touches In Opposition Box,Assists (Intentional),Set Pieces Goals,Hit Woodwork,Penalties Saved,Saves from Penalty,Second Goal Assists,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Last Man Tackle,Own Goal Scored
USA_MLS,2010,CD Chivas USA,2rbyvu4jebzspcnkvxig2385,C. Borja,Defender,23.0,8.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,2tjdphfl1b2blixjcza9542d,J. Bornstein,Defender,13.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,66la204nyyjcu5pje1jtha3f9,J. Braun,Attacker,17.0,28.0,9.0,2.0,0.0,0.0,0.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,djqgetuuck1e0qcxy5nsnw15h,C. Chijindu,Attacker,77.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,1yh0h1t66koqvoxsqfo11y8k5,Paulo Nagamura,Midfielder,26.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,drwuev4t3ssyyehv36yyf9wph,Y. Cuesta,Defender,45.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,659lbu784dxbmu790fcvo91p1,J. Curtin,Defender,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,136148czz771evbrsn9had7f9,B. de la Fuente,Midfielder,59.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,8srzv6sucxvhfcb22p2hnwjbp,D. Delgado,Defender,12.0,22.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2010,CD Chivas USA,7zkeye6dykjbdjkc69pr3fb2t,Maicón Santos,Attacker,29.0,22.0,5.0,2.0,0.0,0.0,0.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
