equipo,link,logo,cod_equipo,cod_liga,liga
Atlas FC,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/atlas-fc/8jjxbd5vr23vhu1v5r21rzkrn,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8jjxbd5vr23vhu1v5r21rzkrn,8jjxbd5vr23vhu1v5r21rzkrn,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Atlético de San Luis,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/atlético-de-san-luis/54ph1k82y99hhjsf7m2usns8u,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=54ph1k82y99hhjsf7m2usns8u,54ph1k82y99hhjsf7m2usns8u,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
CD Guadalajara,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/cd-guadalajara/e603sojy77s4u0ypqds2v2a1g,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e603sojy77s4u0ypqds2v2a1g,e603sojy77s4u0ypqds2v2a1g,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
CF América,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/cf-américa/eu8c408f59yx7egaqossbv25e,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=eu8c408f59yx7egaqossbv25e,eu8c408f59yx7egaqossbv25e,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
CF Cruz Azul,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/cf-cruz-azul/1aw67co8uut64yckd3wbhy9t2,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1aw67co8uut64yckd3wbhy9t2,1aw67co8uut64yckd3wbhy9t2,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
CF Monterrey,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/cf-monterrey/233335xtoe3e3phg3hp91xguq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=233335xtoe3e3phg3hp91xguq,233335xtoe3e3phg3hp91xguq,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
CF Pachuca,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/cf-pachuca/cynfvfb31rml7xrlsnejf8r6j,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=cynfvfb31rml7xrlsnejf8r6j,cynfvfb31rml7xrlsnejf8r6j,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club León,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-león/2ei66pjfsrr6uxqp1bywq31lo,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2ei66pjfsrr6uxqp1bywq31lo,2ei66pjfsrr6uxqp1bywq31lo,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Necaxa,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-necaxa/b7hn6knkuxbpj1i8rmzapns7b,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=b7hn6knkuxbpj1i8rmzapns7b,b7hn6knkuxbpj1i8rmzapns7b,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Puebla,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-puebla/4kw25nmgmacpbvo24ttr994k5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4kw25nmgmacpbvo24ttr994k5,4kw25nmgmacpbvo24ttr994k5,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Santos Laguna,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-santos-laguna/8yn3l36qkq1fxbw4ufmwyfyt9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8yn3l36qkq1fxbw4ufmwyfyt9,8yn3l36qkq1fxbw4ufmwyfyt9,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Tigres UANL,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-tigres-uanl/6hmo9mrlz73nwxkshwuu5vsfm,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6hmo9mrlz73nwxkshwuu5vsfm,6hmo9mrlz73nwxkshwuu5vsfm,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Tijuana Xoloitzcuintles de Caliente,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-tijuana-xoloitzcuintles-de-caliente/c1wcescnsnfuyv06enhwaoqr6,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c1wcescnsnfuyv06enhwaoqr6,c1wcescnsnfuyv06enhwaoqr6,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Club Universidad Nacional,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/club-universidad-nacional/ayabrorjqa1bj7jk1fdqu1t57,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ayabrorjqa1bj7jk1fdqu1t57,ayabrorjqa1bj7jk1fdqu1t57,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Deportivo Toluca FC,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/deportivo-toluca-fc/3390h9hdgoxzzofnrpyktanuz,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3390h9hdgoxzzofnrpyktanuz,3390h9hdgoxzzofnrpyktanuz,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
FC Juárez,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/fc-juárez/ecphe4bqgmin2tzsohf50egvd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ecphe4bqgmin2tzsohf50egvd,ecphe4bqgmin2tzsohf50egvd,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Mazatlán FC,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/mazatlán-fc/dsm1dxw4j3f973w7kzhe2n816,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=dsm1dxw4j3f973w7kzhe2n816,dsm1dxw4j3f973w7kzhe2n816,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
Querétaro FC,https://www.scoresway.com/en_GB/soccer/liga-mx-2020-2021/hpgk8o0q36q57zrbigeuilbe/teams/querétaro-fc/ccye1b5fvtq8tzlz0gosyw10b,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ccye1b5fvtq8tzlz0gosyw10b,ccye1b5fvtq8tzlz0gosyw10b,hpgk8o0q36q57zrbigeuilbe,liga-mx-2020-2021
